Code prdt,DESIGNATION,Classe,Date,month,year,vente,stock,Total,cg,ipp,pfc,cde,hedelix,respi,gastro,otc,mb,vip,P_valeur,feature,vente_lag1,vente_lag2,stock_lag1,stock_lag2,total_lag1,total_lag2,feature_lag1,feature_lag2,vente_roll3,stock_roll3,total_roll3,feature_roll3,month_sin,month_cos,vente_trend,vente_season,stock_trend,stock_season,Total_trend,Total_season,feature_trend,feature_season,cluster_label
PF189,Diamezid 60MG comprimé boite de 30,A0,2023-10-01,10,2023,11501.0,17663.0,9250.0,1,1,1,1,1,1,1,1,1,1,0.361758799,9372.6772555,10358.0,8922.0,12367.0,14512.0,6300.0,9375.0,6830.0600382,9485.911275,9407.666666666666,13356.333333333334,7825.0,7703.777757,-0.8660254037844386,0.5000000000000001,9387.96990740741,2113.0300925925894,13815.900462962962,3847.099537037037,8732.687499999998,517.3125000000008,8971.8350369059,400.8422185940968,0
PF202,Psoriasone pommade tube 60G,B,2023-10-01,10,2023,1097.0,2530.0,647.0,1,1,1,1,1,1,1,1,1,1,0.515502215,379.123635552,918.0,822.0,1743.0,1545.0,553.0,974.0,574.1547180389999,1050.824212988,840.6666666666666,1715.0,832.6666666666666,815.1583951863332,-0.8660254037844386,0.5000000000000001,835.2329578311119,261.76704216888817,1762.7981613847514,767.2018386152486,773.6157407407408,-126.61574074074076,842.10843904924,-462.98480349724065,0
PF208,Goldix Duo sachet dose,NC,2023-10-01,10,2023,1475.0,4618.0,1050.0,1,1,1,1,1,1,1,1,1,1,0.995675266,3385.07462685,1316.0,1088.0,3266.0,4997.0,1085.0,954.0,792.034581065,1295.10868158,1031.0,4638.666666666667,722.3333333333334,766.9782948443334,-0.8660254037844386,0.5000000000000001,1506.5275931099477,-31.527593109947123,4349.674504664297,268.32549533570256,930.0817418982342,119.9182581017655,1034.0783358564504,2350.9962909935493,1
PF209,Eolide Easy Flow 200,A-,2023-10-01,10,2023,6889.0,10974.0,5326.0,1,1,1,1,1,1,1,1,1,1,0.114394343,6378.901254060001,5276.0,4413.0,7384.0,8283.0,5322.0,4288.0,4697.625998862,3421.196802816,4294.0,8880.666666666666,4184.666666666667,4391.4621224580005,-0.8660254037844386,0.5000000000000001,5148.278218696786,1740.7217813032153,11505.938492063768,-531.9384920637656,5751.195223627517,-425.195223627517,4635.7832313111385,1743.1180227488621,0
PF210,Eolide Easy Flow 400,A-,2023-10-01,10,2023,7315.0,11379.0,6830.0,1,1,1,1,1,1,1,1,1,1,0.058081095,7367.18328382,7225.0,5180.0,7505.0,9482.0,7920.0,5087.0,6612.485814,3861.516117477,5418.333333333333,9569.0,5147.0,4987.652106246999,-0.8660254037844386,0.5000000000000001,6605.513994011683,709.4860059883152,13570.525001737587,-2191.5250017375884,5712.2320830965555,1117.7679169034423,5869.724202102719,1497.4590817172793,0
PF216,Aciryl 75mg boite de 15,C,2023-10-01,10,2023,1009.0,2506.0,642.0,1,1,1,1,1,1,1,1,1,1,0.300621583882475,750.436241526,848.0,653.0,2108.0,1681.0,480.0,432.0,441.17888976,296.536344336,727.0,1849.0,592.0,577.2414785760001,-0.8660254037844386,0.5000000000000001,755.025529005405,253.97447099459498,1834.2951388888887,671.7048611111111,638.4375,3.5624999999999742,667.5925302751481,82.84371125085222,0
PF217,Notos Easy Flow boite de 30,NC,2023-10-01,10,2023,3967.0,6432.0,3738.0,1,1,1,1,1,1,1,1,1,1,0.013163058,4691.88207201,4139.0,2731.0,4623.0,4008.0,3696.0,2640.0,4024.649876016,2906.71527168,3017.3333333333335,4532.0,3138.0,3504.501413086,-0.8660254037844386,0.5000000000000001,3037.598618095505,929.4013819044959,7033.647621698549,-601.6476216985789,2692.899305549827,1045.100694450173,2893.7185303741962,1798.163541635805,1
PF218,Notos Easy Flow boite de 60,A0,2023-10-01,10,2023,2528.0,4984.0,2396.0,1,1,1,1,1,1,1,1,1,1,0.171138821,2352.419261424,2124.0,1880.0,3418.0,3924.0,3024.0,2066.0,4296.227551055999,1850.318682136,1950.0,3839.0,2488.6666666666665,2894.042774165333,-0.8660254037844386,0.5000000000000001,2233.009082319061,294.99091768093916,4422.9253472222235,561.0746527777767,2646.998014994188,-250.99801499418814,2524.2820252129527,-171.86276378895255,1
PF219,Painofen enfant-nourrissons flacon 120,B,2023-10-01,10,2023,2923.0,7532.0,1536.0,1,1,1,1,1,1,1,1,1,1,0.820513498,1360.210131456,2377.0,2386.0,6882.0,6585.0,2568.0,1176.0,3172.060255008,1512.688610664,2605.3333333333335,7690.0,1824.6666666666667,2109.657956294,-0.8660254037844386,0.5000000000000001,2309.0096348777993,513.0081525889088,7383.738126886949,148.26187311305597,1260.6304802731186,275.36951972688144,935.4161938214363,424.79393763456375,0
PF220,Zanidip 20 MG comprimé pelliculé,A0,2023-10-01,10,2023,9821.0,13726.0,8577.0,1,1,1,1,1,1,1,1,1,1,0.284157653,8305.349204538,8845.0,7984.0,11472.0,11407.0,7298.0,6839.0,9223.113059624,6148.860383638,8088.333333333333,11889.0,7142.666666666667,7358.583954347666,-0.8660254037844386,0.5000000000000001,8156.598958333334,1664.4010416666656,11839.583333561786,1886.4166664251607,7959.08132277611,617.9186772238912,8038.181367818726,267.1678367192729,0
PF222,Pyrimag solution buvable sachet dose 10,NC,2023-10-01,10,2023,2916.0,6165.0,1398.0,1,1,1,1,1,1,1,1,1,1,0.307716483,1199.00119371,2794.0,2369.0,4870.0,4217.0,2052.0,3220.0,2252.286962064,2622.939711,2566.0,4807.666666666667,2517.6666666666665,2506.4223399866664,-0.8660254037844386,0.5000000000000001,2499.141203703704,416.8587962962961,4734.261574074073,1430.7384259259268,2504.1001543731513,-1106.1001543731509,2469.451228506676,-1270.4500347966757,0
PF233,Calperos 500 MG comprimé boite de 30,A0,2023-10-01,10,2023,11091.0,8281.0,35021.0,1,1,1,1,1,1,1,1,1,1,0.178147477,38361.678089931,37325.0,15807.0,10380.0,24941.0,5820.0,27488.0,6938.8321731,24503.131461696,27119.666666666668,30797.666666666668,11102.666666666666,10480.654544932,-0.8660254037844386,0.5000000000000001,26035.36210317507,-14944.362103175072,28303.28949254529,-20022.289492545286,17120.119381602035,17900.880618397965,17797.70173880812,20563.976351122885,0
PF235,Ortoton 750 MG boite de 20,A0,2023-10-01,10,2023,13217.0,17607.0,11803.0,1,1,1,1,1,1,1,1,1,1,0.074503238,12493.844473583,13132.0,9195.0,12481.0,14107.0,12190.0,10490.0,15569.04620428,11276.03172872,10263.333333333334,14055.333333333334,10240.666666666666,11399.735931726667,-0.8660254037844386,0.5000000000000001,10398.814814814814,2818.1851851851848,14899.482142887298,2707.5178571127017,10683.131944444445,1119.8680555555543,11006.903319088948,1486.941154494049,1
PF240,Valcyvir 500 MG comprimé boite de 10,NC,2023-10-01,10,2023,16.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,0.300621583882475,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,49.10278770796102,-33.10278770796101,295.1385643554598,-295.13856435545983,24.151820449429888,-24.151820449429888,12.009559496025362,-12.009559496025364,0
PF242,Astair 5 MG comprimé boite de 30,B,2023-10-01,10,2023,2075.0,2802.0,1719.0,1,1,1,1,1,1,1,1,1,1,0.000899399,2794.143587247,1566.0,777.0,2002.0,2494.0,1275.0,742.0,2315.707656225,757.8246443879999,1020.6666666666666,2478.6666666666665,924.3333333333334,1190.725208859,-0.8660254037844386,0.5000000000000001,1470.4387626262626,604.5612373737378,2705.169191919193,96.83080808080675,1577.8042929292928,141.19570707070693,1884.6778284895693,909.465758757431,1
PF243,Astair 10 MG comprimé boite de 30,A+,2023-10-01,10,2023,3749.0,5140.0,3220.0,1,1,1,1,1,1,1,1,1,1,0.000424571,4368.1446935,3097.0,2381.0,3495.0,4069.0,2492.0,2203.0,3338.09353388,2098.145842369,2553.0,4072.0,2184.3333333333335,2338.1874279256667,-0.8660254037844386,0.5000000000000001,3185.4791666666674,563.5208333333326,4372.1907583051725,767.8070429273649,2893.0324071817604,326.9675928182379,2849.4975455163553,1518.6471479836443,0
PF246,notos combi 200 mg boite de 12,A0,2023-10-01,10,2023,3665.0,5426.0,3504.0,1,1,1,1,1,1,1,1,1,1,0.006360019,4322.349921408,3661.0,2242.0,3736.0,4354.0,3608.0,2136.0,4982.158849008,2677.54202376,2658.3333333333335,4374.666666666667,2441.3333333333335,2911.4498970560003,-0.8660254037844386,0.5000000000000001,2807.0280773952245,857.9719226047754,6219.597222222494,-793.5972222224918,2591.692460317444,912.3075396825558,2586.4586365698506,1735.89128483815,1
PF248,Aciryl 150 MG boite de 30,C,2023-10-01,10,2023,217.0,718.0,61.0,1,1,1,1,1,1,1,1,1,1,0.300621583882475,41.672088512,136.0,189.0,532.0,742.0,93.0,182.0,49.920187809,218.60526324,158.0,638.6666666666666,129.0,132.175150355,-0.8660254037844386,0.5000000000000001,131.44573937385942,85.55426062614055,585.7552220440022,132.24477795599788,96.39593113862024,-35.39593113862025,97.62934229650273,-55.957253784502804,0
PF249,Aciryl 75 MG boite de 60,C,2023-10-01,10,2023,388.0,617.0,266.0,1,1,1,1,1,1,1,1,1,1,0.300621583882475,215.409090792,270.0,166.0,460.0,487.0,225.0,157.0,269.4842406,130.459523817,207.66666666666666,508.0,183.33333333333334,187.013218299,-0.8660254037844386,0.5000000000000001,239.18611111111102,148.81388888888893,612.1944110718738,5.185575332417048,220.04857960943815,45.951457511168634,228.78855943876275,-13.37946864676273,0
PF250,Alezine 5 MG boite de 30,NC,2023-10-01,10,2023,1507.0,4405.0,1827.0,1,1,1,1,1,1,1,1,1,1,0.199444867,2219.7608688150003,383.0,448.0,799.0,280.0,1470.0,2200.0,1696.55914008,2152.4254818,277.0,370.6666666666667,1403.3333333333333,1433.84222084,-0.8660254037844386,0.5000000000000001,1444.6884694948603,62.31300002402007,3042.165197986813,1362.834802013189,1217.6682747746308,609.3339580493779,1250.7037060390867,968.9699421824165,0
PF259,Xtiova Easy Flow 18,A+,2023-10-01,10,2023,5819.0,8246.0,6024.0,1,1,1,1,1,1,1,1,1,1,0.125902166,7451.402920224,4747.0,3810.0,6100.0,6462.0,3732.0,4560.0,4003.345748448,5165.30431344,3924.0,6568.333333333333,3821.0,3947.790917094,-0.8660254037844386,0.5000000000000001,4852.600378787881,966.3996212121189,6993.732744107743,1252.2672558922563,5250.80871212121,773.1912878787884,5617.682827286075,1833.7200929379258,0
PF260,"Elixtra comprimé 2,5 MG boite de 20",B,2023-10-01,10,2023,1691.0,3880.0,1162.0,1,1,1,1,1,1,1,1,1,1,0.546452423,747.073300288,1250.0,1295.0,2607.0,2511.0,1064.0,1078.0,624.8976484799999,716.84893049,1275.0,2727.6666666666665,1169.0,1441.8681107366667,-0.8660254037844386,0.5000000000000001,1348.7518939393938,342.2481060606061,2608.248263888884,1271.7517361111156,1294.7376543209875,-132.73765432098742,1575.3135429169085,-828.2402426289084,0
PF261,Elixtra comprimé 5 MG boite de 20,A+,2023-10-01,10,2023,2721.0,4977.0,2089.0,1,1,1,1,1,1,1,1,1,1,0.281190005,2123.852972094,2422.0,2091.0,3487.0,3355.0,1910.0,2110.0,2055.30745009,1803.25278081,2131.3333333333335,3594.6666666666665,2047.0,1946.8136252473334,-0.8660254037844386,0.5000000000000001,2254.475694444444,466.5243055555554,3556.3569444444447,1420.6430555555546,2203.527839696692,-114.52783969669238,2338.8870570438944,-215.03408494989452,0
PF262,"Elixtra comprimé 2,5 MG boite de 60",A+,2023-10-01,10,2023,2521.0,4178.0,1819.0,1,1,1,1,1,1,1,1,1,1,0.328006274,1709.982174954,2054.0,1850.0,2722.0,3825.0,1656.0,1995.0,1877.673110544,1634.884782405,1863.3333333333333,3329.6666666666665,1863.0,1890.819457855,-0.8660254037844386,0.5000000000000001,2024.2610870540436,496.73891294595603,3210.375,967.6250000000006,2053.6527793662653,-234.6527793662656,2090.983560561888,-381.0013856078885,0
PF263,Elixtra comprimé 5 MG boite de 60,A+,2023-10-01,10,2023,4912.0,6966.0,3723.0,1,1,1,1,1,1,1,1,1,1,0.25979876,3409.68613233,3873.0,3361.0,4756.0,5200.0,3035.0,3250.0,3602.708971945,2834.0,3454.6666666666665,5129.0,3478.3333333333335,3591.0030940316665,-0.8660254037844386,0.5000000000000001,3682.3798773871536,1229.6201226128464,5131.750260642722,1834.2497393572796,3956.8013858431823,-233.80138584318266,4150.21150096467,-740.5204181788414,0
PF266,Psoriasone pommade tube boite de 2,NC,2023-10-01,10,2023,473.0,815.0,249.0,1,1,1,1,1,1,1,1,1,1,0.300621583882475,110.666666556,297.0,266.0,541.0,598.0,438.0,616.0,458.965071042,469.13103468,285.3333333333333,694.6666666666666,560.0,846.9203601180001,-0.8660254037844386,0.5000000000000001,342.0694444444445,130.93055555555537,657.3645833332062,157.63541666679367,452.7037037017753,-203.70370370177548,469.83403231463325,-359.1673657586335,1
PFC005,Ialugyn ovules boite de 10,C,2023-10-01,10,2023,3689.0,8346.0,3234.0,1,1,1,1,1,1,1,1,1,1,0.045409415,3000.090336012,2677.0,2261.0,5694.0,4923.0,3416.0,2430.0,3724.612876768,2901.30668667,2212.3333333333335,6053.666666666667,2453.6666666666665,2662.7384607843337,-0.8660254037844386,0.5000000000000001,2047.0312500000666,-2457.781249999529,7685.439814814814,660.5601851851852,2288.4687500000055,945.5312499999947,2636.753055479385,363.33728053261416,1
PFC007,Asterane stick boite de 20,NC,2023-10-01,10,2023,1240.0,3719.0,1152.0,1,1,1,1,1,1,1,1,1,1,0.612110862,940.082685696,648.0,497.0,1881.0,3647.0,774.0,527.0,705.42232677,402.365871254,614.6666666666666,2777.6666666666665,886.0,883.722664749,-0.8660254037844386,0.5000000000000001,768.0434027777777,471.95659722222183,3068.835317460405,650.1646825395937,742.291666668549,409.70833333717013,669.496601980576,270.5860837154238,1
PFC008,Ialufresh gel buccal flacon 20GR,NC,2023-10-01,10,2023,867.0,2137.0,911.0,1,1,1,1,1,1,1,1,1,1,0.169886855,577.03133552,777.0,633.0,1778.0,1524.0,1083.0,707.0,1521.941428113,819.461348195,635.0,1665.0,844.0,932.313855128,-0.8660254037844386,0.5000000000000001,688.8562500000002,178.14375000000007,2027.0763888888885,109.92361111111106,630.8812063535055,280.11879364649457,758.7484806848977,-181.71714516489777,0
PFC009,Ialuskin crème flacon 70 GR,NC,2023-10-01,10,2023,567.0,1229.0,673.0,1,1,1,1,1,1,1,1,1,1,0.130954442,573.7129358899999,283.0,187.0,1026.0,1165.0,504.0,293.0,558.376811496,294.422330117,306.3333333333333,1167.3333333333333,330.6666666666667,351.6092137576666,-0.8660254037844386,0.5000000000000001,367.0340909090908,199.96590909090924,1461.02398989899,-232.0239898989898,396.8055555555558,276.1944444444444,384.7031396265806,189.0097962634194,1
PFC010,Ialufresh spray buccal flacon 30ML,NC,2023-10-01,10,2023,998.0,2544.0,756.0,1,1,1,1,1,1,1,1,1,1,0.232226326,560.171463264,932.0,870.0,1857.0,1292.0,1126.0,888.0,1324.27655743,1024.501869936,822.6666666666666,1751.3333333333333,926.6666666666666,927.8759851599999,-0.8660254037844386,0.5000000000000001,759.1451070004445,238.85489299955543,2139.8319416993227,404.16805830067716,702.5729166666664,53.42708333333354,716.328315871025,-156.15685260702503,0
PFC011,Asterane soin lavant doux flacon 30,NC,2023-10-01,10,2023,3568.0,5752.0,2648.0,1,1,1,1,1,1,1,1,1,1,0.05208031,2252.202309304,2212.0,1905.0,4218.0,3390.0,3050.0,1848.0,2932.73257825,2160.20224728,1857.0,4429.0,1923.0,1926.338651538,-0.8660254037844386,0.5000000000000001,1915.8125364705475,1874.3126823527386,5622.111111111044,129.8888888889547,1522.490330755848,1125.5096692441518,1587.8242015161827,664.3781077878156,1
PFC017,Fer Max gélule boite de 30,NC,2023-10-01,10,2023,1665.0,3646.0,836.0,1,1,1,1,1,1,1,1,1,1,0.210799437,511.538993328,1269.0,986.0,2963.0,2090.0,1630.0,1216.0,2185.38386574,1340.8352592,1083.0,3076.6666666666665,1149.3333333333333,1319.2200627180002,-0.8660254037844386,0.5000000000000001,1171.3312500000002,493.6687499999996,3402.7604372070764,243.239562792924,1018.0099206349704,-182.0099206349706,1219.5160342573195,-707.9770409293192,0
PFC024,Siliskin gel flacon 15 G,NC,2023-10-01,10,2023,626.0,1125.0,471.0,1,1,1,1,1,1,1,1,1,1,0.069271097,478.94457837,457.0,543.0,945.0,1536.0,392.0,275.0,383.22732616,374.158653825,518.0,1400.3333333333333,269.3333333333333,301.50547159533335,-0.8660254037844386,0.5000000000000001,489.02949625983746,136.97050374016263,1279.349747474747,-154.34974747474698,245.21398462505724,225.78601537494285,278.5539437808542,200.39063458914595,0
PFC034,Zinc Plus 25 MG gélule boite de 30,C,2023-10-01,10,2023,1326.0,15343.0,648.0,1,1,1,1,1,1,1,1,1,1,0.966930671,976.529295144,1235.0,988.0,11217.0,10496.0,426.0,622.0,3156.444783096,66.604811802,1012.0,12803.0,391.0,1150.9814500493333,-0.8660254037844386,0.5000000000000001,972.8810917215068,353.1189082784933,10670.431204943015,4672.568795056992,787.4836673295483,-139.48366732954852,1210.0808759844185,-233.5515808404185,0
PFC035,Quercetine Plus gélule boite de 30,NC,2023-10-01,10,2023,242.0,1595.0,35.0,1,1,1,1,1,1,1,1,1,1,0.998419726,23.27319589,239.0,273.0,1711.0,1453.0,24.0,195.0,3.233333328,231.77878659,263.6666666666667,1810.3333333333333,112.33333333333333,123.74216925333333,-0.8660254037844386,0.5000000000000001,201.70867809127523,40.291321909444555,1269.0554382847067,325.944561715293,112.7614040528204,-77.76140405282042,110.72728881066902,-87.45409292066903,0
PFC039,Argino-B Plus boite de 30,A0,2023-10-01,10,2023,8509.0,11587.0,6564.0,1,1,1,1,1,1,1,1,1,1,0.083052528,6147.323988407999,6659.0,5323.0,10233.0,10316.0,8107.0,5352.0,6919.888755307,4878.27778176,5340.0,11737.333333333334,5480.333333333333,5411.349987260333,-0.8660254037844386,0.5000000000000001,5739.389355576787,2769.6106444232114,12360.880662280497,-773.880662280497,5364.53125,1199.4687500000005,6452.263207194317,-304.9392187863196,1
PFC040,Ialusoph sachet dose boite de 20,A0,2023-10-01,10,2023,6585.0,10257.0,3744.0,1,1,1,1,1,1,1,1,1,1,0.047747046,3764.407903776,5173.0,4288.0,6178.0,7491.0,6062.0,4357.0,7575.134383306,8065.08510731,4487.666666666667,8122.333333333333,4278.0,5564.251945952,-0.8660254037844386,0.5000000000000001,4774.878472222221,1810.1215277777792,9312.81076388889,944.189236111109,3449.63053527964,294.36946472036004,4367.276748568247,-602.8688447922489,1
PFC044,Ialuflex Plus comprimé boite de 60,NC,2023-10-01,10,2023,4542.0,5623.0,2829.0,1,1,1,1,1,1,1,1,1,1,0.008441007,2879.251973982,3627.0,2686.0,3445.0,3556.0,3605.0,3330.0,3970.724636375,6845.183714250001,2836.3333333333335,4022.3333333333335,2838.0,3865.4341537720006,-0.8660254037844386,0.5000000000000001,2864.718749999589,1677.2812500004109,5235.902083333334,387.09791666666575,2428.958333333334,400.0416666666662,3244.338919569582,-365.0869460023975,0
PFC045,Hedelix sirop flacon de 120ML,A+,2023-10-01,10,2023,12815.0,67091.0,13245.0,1,1,1,1,1,1,1,1,1,1,0.010444178,36187.742974124994,7744.0,3730.0,63116.0,51290.0,2365.0,105.0,3291.5681359550003,144.53793102,5175.333333333333,66442.0,861.6666666666666,1155.398160915,-0.8660254037844386,0.5000000000000001,6576.538663545264,6238.461336454738,51203.895833333336,15887.104166666659,7187.518442853355,6057.481557146645,9804.014366081732,8488.665990967318,2
PF009,Amuchina 5% solution externe flacon 250 ML,A-,2023-11-01,11,2023,50135.0,89091.0,57231.0,1,1,1,1,1,1,1,1,1,1,0.776231508,37100.748280419,108945.0,63849.0,97096.0,64497.0,67322.0,54175.0,114681.2880264,62527.81521332501,74507.66666666667,71531.33333333333,60567.333333333336,81709.674090705,-0.5000000000000004,0.8660254037844384,47535.98379629629,2599.016203703696,78899.24627295762,10191.753727042396,45168.547807988085,12062.452192011913,55246.053154549554,-18145.30487413056,1
PF012,"Dermosone 0,05% crème dermique tube 15GR",A0,2023-11-01,11,2023,44743.0,75691.0,39428.0,1,1,1,1,1,1,1,1,1,1,0.205630823,51967.385370572,49915.0,47239.0,71292.0,52337.0,36400.0,35230.0,29743.3431568,34645.89600641,44303.333333333336,57277.666666666664,38003.0,35468.123452317996,-0.5000000000000004,0.8660254037844384,36853.6805783286,7889.3194216714,55825.474305555545,19865.525694444448,36949.41287878787,2478.587121212129,41766.15584503155,10201.229525540439,1
PF013,"Dermosone 0,05% pomade dermique tube 15GR",A0,2023-11-01,11,2023,67116.0,103237.0,55907.0,1,1,1,1,1,1,1,1,1,1,0.462327689,74808.305907274,66388.0,64470.0,91149.0,79749.0,51548.0,57818.0,44144.915732008,54296.21397847,59953.666666666664,82207.33333333333,51463.333333333336,47261.27078195667,-0.5000000000000004,0.8660254037844384,52478.399621212106,14637.600378787884,81129.76010101008,22107.23989898991,51954.23722565158,3952.7627743484277,54765.12833397294,20043.177573301058,1
PF014,"Fluskin 0,05% gel dermique tube 30GR",B,2023-11-01,11,2023,153.0,241.0,0.0,1,1,1,1,1,1,1,1,1,1,0.313386971,0.0,2381.0,4519.0,3674.0,5656.0,0.0,0.0,0.0,0.0,3694.0,5356.0,594.6666666666666,492.245789952,-0.5000000000000004,0.8660254037844384,833.5344767782257,-680.5344767782257,687.7923897443782,-446.79238974437806,263.91269753947756,-263.91269753947756,426.52124243721175,-426.5212424372117,0
PF017,"Dermosone Neo 0,05% pomade dermique tube 15GR",B,2023-11-01,11,2023,115.0,425.0,0.0,1,1,1,1,1,1,1,1,1,1,0.999999976,0.0,194.0,168.0,189.0,318.0,500.0,300.0,682.12824,209.4285714,202.33333333333334,181.66666666666666,266.6666666666667,297.1856038,-0.5000000000000004,0.8660254037844384,85.40003919457283,29.599960805427123,226.65208333333334,198.34791666666666,115.87676522228344,-115.87676522228344,111.5595674184609,-111.55956741846093,0
PF019,Ecorex 1% lait dermique flacon 30 ML,NC,2023-11-01,11,2023,15556.0,25681.0,18597.0,1,1,1,1,1,1,1,1,1,1,0.047868432,23285.710453584,19305.0,18585.0,23347.0,17084.0,14150.0,15884.0,11560.62195275,18153.78841694,16463.0,20104.333333333332,14164.666666666666,14879.745240076665,-0.5000000000000004,0.8660254037844384,11125.350443878993,4430.649556121008,21553.881249999995,4127.118750000007,12317.501736111115,6279.498263888885,13095.945731598467,10189.764721985537,1
PF022,Mucosol 5% sirop adulte flacon 200GR,NC,2023-11-01,11,2023,14337.0,5903.0,23898.0,1,1,1,1,1,1,1,1,1,1,0.90718478,25114.992291018,3530.0,2087.0,610.0,3582.0,17703.0,0.0,28084.311029565,0.0,4283.0,4820.0,5901.0,9361.437009855,-0.5000000000000004,0.8660254037844384,9924.870580786772,4412.12941746779,14048.559027778132,-8145.559027778137,11164.120414714756,3353.7867937922074,7195.852971947901,-3028.2959865259804,2
PF023,Verax Blu bain de bouche flacon 120ML,A0,2023-11-01,11,2023,41859.0,78644.0,38740.0,1,1,1,1,1,1,1,1,1,1,0.425879642,53800.41623398,45293.0,43796.0,69239.0,48558.0,32315.0,42733.0,24031.532891565,41462.277751974,42219.333333333336,59073.333333333336,36635.333333333336,34269.651040053664,-0.5000000000000004,0.8660254037844384,37417.1111111111,4441.888888888884,58911.18167077179,19732.818329228197,40431.645833333336,-1691.6458333333298,41536.93958616053,12263.476647819482,0
PF024,Ecorex 1% crème dermique tube 30GR,A0,2023-11-01,11,2023,30216.0,48114.0,33231.0,1,1,1,1,1,1,1,1,1,1,0.111177372,34822.595920365005,37939.0,36779.0,46135.0,33601.0,27408.0,38998.0,21541.118590512,46434.400121590006,32942.333333333336,38072.333333333336,30228.666666666668,31666.672539034003,-0.5000000000000004,0.8660254037844384,25512.590277777774,4703.409722222218,35217.599548516024,12896.400426205691,27613.917182791927,5617.082817208075,29386.870339032168,5435.725581332836,0
PF031,Ecorex 150MG ovule boite de 3,B,2023-11-01,11,2023,12625.0,23363.0,16166.0,1,1,1,1,1,1,1,1,1,1,0.094307124,20740.860101362,13308.0,15549.0,19080.0,13955.0,9600.0,16354.0,7557.977472,21610.946167772,12568.0,16597.333333333332,11488.666666666666,13141.265465076,-0.5000000000000004,0.8660254037844384,10107.48472222222,2517.5152777777785,17945.75568181818,5417.2443181818235,10388.364866583253,5777.632479094777,11312.242704645618,9428.617396716381,1
PF036,"Dermosalic 0,05% pomade dermique tube 30GR",A0,2023-11-01,11,2023,81266.0,127322.0,74070.0,1,1,1,1,1,1,1,1,1,1,0.087291744,99893.05120962,80920.0,80818.0,108781.0,84009.0,64681.0,65833.0,60888.375038917,59790.476356878,74992.66666666667,93986.0,65278.666666666664,64496.04839850433,-0.5000000000000004,0.8660254037844384,66155.43611111112,15110.563888888875,93626.59374999997,33695.40625000003,69575.01320619954,4494.986793800448,69320.45287400422,30572.598335615796,0
PF037,"Dermosalic 0,05% lotion flacon 30GR",A0,2023-11-01,11,2023,24566.0,43631.0,22758.0,1,1,1,1,1,1,1,1,1,1,0.360531278,30236.677679466,25974.0,28320.0,32696.0,23961.0,20506.0,22868.0,20393.511343124,26674.624431,24092.0,29086.333333333332,20658.333333333332,22309.798303782998,-0.5000000000000004,0.8660254037844384,22012.757936507383,2553.2420634926093,33452.14043686128,10178.859563138707,22218.465277777777,539.5347222222236,23458.79971512627,6777.877964339723,0
PF049,"Glyss 0,77G suppositoire nourrisson boite de 10",B,2023-11-01,11,2023,20936.0,43121.0,21775.0,1,1,1,1,1,1,1,1,1,1,0.068225186,30227.54629245,22023.0,19912.0,41057.0,31057.0,10044.0,13950.0,8159.050193616001,13447.53421065,20197.333333333332,33546.0,14802.0,13470.455577570001,-0.5000000000000004,0.8660254037844384,14509.375753469254,13259.179755451703,33232.240662293785,9888.759337706219,11747.621735294655,10027.378264705347,10438.803344690305,4209.532529970767,1
PF065,Diclopal 1% gel dermique tube 50 GR,NC,2023-11-01,11,2023,4475.0,2437.0,4825.0,1,1,1,1,1,1,1,1,1,1,0.270431284,5439.8480323,5084.0,6140.0,1867.0,1036.0,4700.0,4950.0,4080.2332404,5126.5173217500005,4956.666666666667,1560.3333333333333,4877.666666666667,4774.984529527,-0.5000000000000004,0.8660254037844384,5081.708099044653,-606.7080990446524,2055.9506168722824,381.0493831277173,5516.726130154757,-691.7261301547571,5351.7013539673835,88.1466783326195,0
PF066,Diclopal 100MG suppositoire boite de 10,NC,2023-11-01,11,2023,14979.0,20370.0,16833.0,1,1,1,1,1,1,1,1,1,1,0.330101672,16795.375804215,14744.0,11848.0,20946.0,14465.0,12833.0,9627.0,15365.430661705,11199.833353743,11926.333333333334,17033.0,10726.666666666666,12143.767401349332,-0.5000000000000004,0.8660254037844384,11355.472222222223,3623.527777777771,21500.97222222108,-1130.9722222210753,10323.027777777777,6509.972222222222,10071.527771522664,6723.848032692335,1
PF068,"Bromisol 0,2% solution buvable flacon 60ML",NC,2023-11-01,11,2023,6818.0,5647.0,8366.0,1,1,1,1,1,1,1,1,1,1,0.473711674,11654.024662192,6439.0,4992.0,6154.0,4484.0,5200.0,4250.0,8240.4371608,4481.94915175,5178.0,5798.666666666667,4266.666666666667,5147.230599633333,-0.5000000000000004,0.8660254037844384,6146.1049148463435,671.892673743894,5575.487132793376,71.51286720662206,4189.756944444445,4176.243055555553,5746.745870010287,3245.3074409380697,2
